web-scraper-order,web-scraper-start-url,month,month-href,days,days-href,news
1698765879-46,https://timesofindia.indiatimes.com/archive.cms,July,"https://timesofindia.indiatimes.com/archive/year-2022,month-7.cms",31,"https://timesofindia.indiatimes.com/2022/7/31/archivelist/year-2022,month-7,starttime-44773.cms","Karnataka CET toppers say consistency, focus and hard work helped them shine"
1698765879-47,https://timesofindia.indiatimes.com/archive.cms,July,"https://timesofindia.indiatimes.com/archive/year-2022,month-7.cms",31,"https://timesofindia.indiatimes.com/2022/7/31/archivelist/year-2022,month-7,starttime-44773.cms",Karnataka HC to govt: Pay Rs 5 lakh to man wrongly held sans identity check
1698765879-48,https://timesofindia.indiatimes.com/archive.cms,July,"https://timesofindia.indiatimes.com/archive/year-2022,month-7.cms",31,"https://timesofindia.indiatimes.com/2022/7/31/archivelist/year-2022,month-7,starttime-44773.cms","Bengaluru: Motorist with 58 cases uses fake number plate, lands in soup"
1698765879-49,https://timesofindia.indiatimes.com/archive.cms,July,"https://timesofindia.indiatimes.com/archive/year-2022,month-7.cms",31,"https://timesofindia.indiatimes.com/2022/7/31/archivelist/year-2022,month-7,starttime-44773.cms","Bengaluru: Gang of 4 strips, robs woman out on ‘date’, held"
1698765879-50,https://timesofindia.indiatimes.com/archive.cms,July,"https://timesofindia.indiatimes.com/archive/year-2022,month-7.cms",31,"https://timesofindia.indiatimes.com/2022/7/31/archivelist/year-2022,month-7,starttime-44773.cms","Ayush, Sahana clinch U-17 titles"
1698765879-51,https://timesofindia.indiatimes.com/archive.cms,July,"https://timesofindia.indiatimes.com/archive/year-2022,month-7.cms",31,"https://timesofindia.indiatimes.com/2022/7/31/archivelist/year-2022,month-7,starttime-44773.cms",Cambridge ride on Shubhang show
1698765879-52,https://timesofindia.indiatimes.com/archive.cms,July,"https://timesofindia.indiatimes.com/archive/year-2022,month-7.cms",31,"https://timesofindia.indiatimes.com/2022/7/31/archivelist/year-2022,month-7,starttime-44773.cms",Shift officials serving in same ward for 5-plus yrs: Councillors
1698765879-53,https://timesofindia.indiatimes.com/archive.cms,July,"https://timesofindia.indiatimes.com/archive/year-2022,month-7.cms",31,"https://timesofindia.indiatimes.com/2022/7/31/archivelist/year-2022,month-7,starttime-44773.cms",Stage all set for Maharaja Trophy
1698765879-54,https://timesofindia.indiatimes.com/archive.cms,July,"https://timesofindia.indiatimes.com/archive/year-2022,month-7.cms",31,"https://timesofindia.indiatimes.com/2022/7/31/archivelist/year-2022,month-7,starttime-44773.cms","Chennai: Aaavin milk sachets still too thin, continue to spring leaks"
1698765879-55,https://timesofindia.indiatimes.com/archive.cms,July,"https://timesofindia.indiatimes.com/archive/year-2022,month-7.cms",31,"https://timesofindia.indiatimes.com/2022/7/31/archivelist/year-2022,month-7,starttime-44773.cms",Chennai: 22 trees on Luz Church Road to be cut
1698765879-56,https://timesofindia.indiatimes.com/archive.cms,July,"https://timesofindia.indiatimes.com/archive/year-2022,month-7.cms",31,"https://timesofindia.indiatimes.com/2022/7/31/archivelist/year-2022,month-7,starttime-44773.cms","Tamil Nadu reports 1,548 new Covid-19 infections, no deaths"
1698765879-57,https://timesofindia.indiatimes.com/archive.cms,July,"https://timesofindia.indiatimes.com/archive/year-2022,month-7.cms",31,"https://timesofindia.indiatimes.com/2022/7/31/archivelist/year-2022,month-7,starttime-44773.cms",Chennai: Squatters stay put despite Chief secretary Irai Anbu order
1698765879-58,https://timesofindia.indiatimes.com/archive.cms,July,"https://timesofindia.indiatimes.com/archive/year-2022,month-7.cms",31,"https://timesofindia.indiatimes.com/2022/7/31/archivelist/year-2022,month-7,starttime-44773.cms",Tollywood wobbles as moneybags hurled at stars for box office jingle
1698765879-59,https://timesofindia.indiatimes.com/archive.cms,July,"https://timesofindia.indiatimes.com/archive/year-2022,month-7.cms",31,"https://timesofindia.indiatimes.com/2022/7/31/archivelist/year-2022,month-7,starttime-44773.cms",Mayor orders KMC-KMDA probe into Echhay building
1698765879-60,https://timesofindia.indiatimes.com/archive.cms,July,"https://timesofindia.indiatimes.com/archive/year-2022,month-7.cms",31,"https://timesofindia.indiatimes.com/2022/7/31/archivelist/year-2022,month-7,starttime-44773.cms",Chennai: New cadets march out with determination and courage
